Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
57,No,Travel_Rarely,945,Hardware,28,3,Technical Degree,1,143,1,Female,116,2,4,Research Scientist,3,Single,33841,304569,5,Y,Yes,27,2,4,80,3,15,5,3,5,2,4,2
45,No,Travel_Frequently,1044,Software,2,2,Human Resources,1,144,4,Male,120,4,2,Manufacturing Director,1,Divorced,15804,363492,4,Y,No,33,1,2,80,2,23,2,4,17,4,4,5
50,No,Travel_Frequently,1223,Sales,26,3,Marketing,1,145,2,Male,153,1,4,Healthcare Representative,3,Divorced,1409,28180,0,Y,Yes,29,1,3,80,1,3,2,3,2,2,1,1
47,No,Travel_Frequently,1246,Hardware,12,2,Medical,1,146,2,Male,131,2,3,Manufacturing Director,4,Divorced,31570,536690,1,Y,Yes,18,1,3,80,1,25,3,2,6,5,1,4
48,No,Travel_Frequently,297,Human Resources,48,1,Medical,1,147,4,Female,198,4,4,Human Resources,2,Single,23311,256421,7,Y,No,6,1,2,80,2,18,1,4,7,3,3,2
48,No,Travel_Rarely,1225,Hardware,44,5,Medical,1,148,4,Female,152,4,4,Sales Representative,1,Divorced,26448,185136,4,Y,Yes,28,1,2,80,1,1,1,1,1,1,1,1
36,No,Travel_Frequently,113,Sales,22,5,Other,1,149,2,Male,131,2,3,Human Resources,3,Married,41382,41382,3,Y,Yes,25,1,1,80,2,18,4,1,10,9,10,4
45,No,Travel_Rarely,1048,Human Resources,32,4,Life Sciences,1,150,2,Female,167,2,4,Developer,2,Single,35662,962874,0,Y,Yes,40,3,4,80,3,36,6,2,16,10,16,5
27,Yes,Travel_Rarely,469,Hardware,47,5,Life Sciences,1,151,1,Male,51,3,1,Sales Representative,4,Married,21242,637260,1,Y,No,43,1,1,80,3,9,1,4,4,1,2,2
47,Yes,Non-Travel,1290,Software,9,1,Other,1,152,2,Female,140,4,2,Laboratory Technician,1,Divorced,35858,645444,3,Y,Yes,49,2,4,80,3,6,5,1,2,1,1,2
19,No,Non-Travel,1062,Sales,42,5,Technical Degree,1,153,1,Male,138,4,4,Research Director,4,Divorced,42695,384255,4,Y,No,30,2,1,80,4,4,2,3,2,1,1,1
40,No,Non-Travel,1447,Research & Development,40,1,Technical Degree,1,154,4,Male,186,2,4,Manager,2,Divorced,45177,768009,1,Y,No,22,3,2,80,4,7,2,4,1,1,1,1
60,Yes,Non-Travel,764,Human Resources,20,4,Marketing,1,155,4,Female,65,3,2,Healthcare Representative,2,Married,34088,68176,3,Y,Yes,49,1,3,80,2,4,4,3,3,1,3,2
47,Yes,Non-Travel,1372,Hardware,35,2,Human Resources,1,156,3,Male,198,1,3,Sales Representative,4,Divorced,33680,370480,7,Y,No,45,4,1,80,1,29,6,3,24,24,16,16
18,No,Travel_Frequently,1256,Hardware,2,3,Technical Degree,1,157,2,Female,147,4,1,Developer,3,Single,11535,253770,0,Y,No,35,2,2,80,2,8,3,2,2,1,2,1
29,Yes,Travel_Rarely,1500,Human Resources,25,3,Medical,1,158,1,Female,154,3,3,Research Director,1,Single,23810,119050,1,Y,Yes,9,1,1,80,3,32,5,1,9,4,5,9
31,Yes,Travel_Rarely,1499,Human Resources,39,5,Technical Degree,1,159,2,Male,190,2,4,Manager,2,Divorced,46478,836604,5,Y,Yes,16,4,1,80,1,23,4,4,8,8,3,1
22,Yes,Non-Travel,742,Hardware,31,4,Life Sciences,1,160,3,Female,42,1,3,Research Director,3,Single,23085,230850,5,Y,No,9,1,2,80,2,12,5,3,12,5,5,7
36,Yes,Travel_Rarely,680,Research & Development,14,5,Marketing,1,161,2,Female,31,4,5,Human Resources,1,Single,47495,142485,1,Y,No,42,2,3,80,1,1,1,1,1,1,1,1
38,Yes,Travel_Rarely,1143,Sales,13,2,Marketing,1,162,4,Female,35,1,2,Manager,2,Divorced,43701,1048824,4,Y,Yes,32,2,1,80,4,21,4,2,2,1,2,1
55,Yes,Travel_Rarely,1007,Support,35,3,Human Resources,1,163,3,Male,198,2,5,Human Resources,3,Married,4808,4808,2,Y,Yes,38,3,1,80,2,6,2,2,6,6,1,2
44,No,Travel_Frequently,673,Hardware,1,2,Human Resources,1,164,2,Male,94,4,2,Sales Representative,1,Single,26237,78711,2,Y,No,26,4,4,80,4,34,4,4,33,6,28,17
27,No,Non-Travel,692,Research & Development,34,5,Life Sciences,1,165,2,Male,105,3,3,Research Director,1,Married,8422,151596,8,Y,Yes,25,4,4,80,4,25,4,1,2,1,2,1
43,No,Non-Travel,731,Software,9,4,Life Sciences,1,166,1,Female,68,3,2,Manager,3,Single,47155,565860,0,Y,No,6,1,4,80,4,13,2,4,9,2,9,2
51,Yes,Non-Travel,1392,Research & Development,5,4,Marketing,1,167,2,Male,161,1,4,Laboratory Technician,2,Married,13335,120015,7,Y,Yes,0,4,4,80,3,40,5,3,32,29,26,27
42,No,Travel_Rarely,659,Research & Development,24,5,Human Resources,1,168,4,Male,69,3,1,Research Scientist,4,Single,2265,2265,6,Y,Yes,21,2,3,80,2,27,2,2,6,3,3,3
47,No,Non-Travel,152,Software,15,1,Marketing,1,169,3,Male,169,3,2,Laboratory Technician,4,Divorced,37757,377570,1,Y,Yes,41,4,2,80,2,37,6,1,26,13,14,25
33,No,Travel_Frequently,924,Human Resources,21,1,Other,1,170,3,Male,55,1,2,Manufacturing Director,1,Divorced,20865,104325,8,Y,Yes,41,2,4,80,1,13,5,1,9,6,3,9
41,Yes,Travel_Frequently,627,Sales,14,3,Other,1,171,1,Male,119,3,1,Research Scientist,4,Divorced,42772,470492,8,Y,No,15,3,2,80,2,19,1,3,14,7,3,9
44,Yes,Travel_Frequently,575,Software,4,5,Human Resources,1,172,3,Female,174,3,5,Manager,2,Divorced,27728,415920,1,Y,Yes,33,3,3,80,2,14,6,1,7,2,5,4
32,Yes,Travel_Frequently,302,Research & Development,24,2,Life Sciences,1,173,2,Female,139,4,3,Manager,4,Divorced,4382,105168,0,Y,Yes,7,1,4,80,3,2,4,2,2,2,1,1
42,No,Non-Travel,130,Research & Development,30,2,Other,1,174,1,Female,67,3,2,Developer,2,Divorced,32625,456750,6,Y,No,14,2,2,80,4,3,1,2,3,2,1,1
49,No,Non-Travel,414,Human Resources,30,4,Life Sciences,1,175,4,Female,129,4,1,Sales Executive,1,Single,1379,37233,8,Y,No,41,3,3,80,4,4,5,3,4,3,2,1
41,Yes,Non-Travel,399,Hardware,29,3,Human Resources,1,176,3,Female,114,1,5,Developer,3,Single,39585,237510,4,Y,Yes,45,2,1,80,2,11,3,3,5,4,4,4
57,Yes,Travel_Frequently,190,Hardware,25,4,Technical Degree,1,177,4,Female,34,4,2,Human Resources,3,Single,4961,138908,8,Y,No,39,3,2,80,1,30,4,2,2,1,1,1
22,Yes,Travel_Rarely,698,Software,35,1,Life Sciences,1,178,3,Female,163,4,1,Manufacturing Director,1,Divorced,30553,824931,3,Y,No,12,4,2,80,1,39,3,3,22,9,22,21
36,Yes,Travel_Rarely,383,Support,1,3,Marketing,1,179,4,Female,187,1,1,Research Scientist,4,Married,18560,167040,0,Y,No,46,2,4,80,1,29,3,3,27,11,10,17
35,No,Travel_Frequently,271,Human Resources,37,4,Other,1,180,2,Male,37,4,1,Developer,1,Single,40666,1097982,7,Y,Yes,21,2,4,80,2,6,3,4,1,1,1,1
48,Yes,Non-Travel,852,Hardware,18,2,Life Sciences,1,181,2,Female,173,2,2,Human Resources,2,Single,28786,28786,6,Y,No,7,3,1,80,1,15,6,2,14,7,9,9
21,No,Travel_Frequently,1455,Hardware,2,5,Marketing,1,182,4,Female,152,2,4,Research Scientist,4,Married,4806,62478,4,Y,Yes,23,4,1,80,4,3,5,3,1,1,1,1
31,No,Non-Travel,1045,Software,11,4,Technical Degree,1,183,1,Male,196,4,5,Healthcare Representative,1,Single,40955,40955,4,Y,No,46,3,3,80,1,38,4,3,12,6,8,4
54,No,Travel_Frequently,915,Sales,4,1,Life Sciences,1,184,4,Male,144,2,3,Sales Representative,1,Married,17637,194007,8,Y,No,21,3,4,80,4,37,2,3,13,10,13,7
22,Yes,Travel_Frequently,1438,Support,50,2,Marketing,1,185,3,Female,55,3,4,Human Resources,3,Single,35117,280936,8,Y,Yes,1,2,1,80,2,33,4,2,17,3,8,11
35,No,Travel_Frequently,396,Sales,32,4,Marketing,1,186,2,Female,79,1,1,Manufacturing Director,1,Divorced,11803,59015,6,Y,Yes,7,2,4,80,4,1,1,4,1,1,1,1
49,No,Travel_Frequently,1496,Human Resources,37,4,Other,1,187,4,Female,142,2,5,Healthcare Representative,4,Married,41034,1066884,2,Y,Yes,49,2,2,80,4,32,2,4,19,18,12,14
50,Yes,Travel_Frequently,199,Sales,39,1,Other,1,188,2,Female,172,4,4,Laboratory Technician,3,Married,21473,279149,4,Y,Yes,10,3,4,80,1,33,1,2,10,9,3,5
33,Yes,Travel_Rarely,1291,Sales,27,1,Life Sciences,1,189,4,Female,177,3,5,Sales Executive,3,Married,43033,215165,8,Y,No,1,4,1,80,2,30,1,4,24,24,4,3
39,Yes,Travel_Frequently,532,Sales,35,2,Technical Degree,1,190,4,Female,80,3,4,Research Scientist,2,Single,10938,306264,8,Y,No,11,3,1,80,4,13,6,4,7,6,6,6
26,Yes,Non-Travel,268,Research & Development,28,2,Life Sciences,1,191,3,Male,148,4,2,Sales Representative,4,Single,38191,954775,5,Y,Yes,13,2,2,80,4,27,3,2,19,2,4,8
22,Yes,Travel_Rarely,1257,Research & Development,43,1,Marketing,1,192,3,Male,121,2,5,Human Resources,1,Married,10422,187596,3,Y,No,44,2,3,80,4,31,1,4,18,2,12,7
46,Yes,Non-Travel,974,Human Resources,1,3,Human Resources,1,193,3,Female,147,3,1,Sales Representative,2,Married,33768,540288,1,Y,No,26,3,4,80,3,14,4,4,8,3,1,8
26,No,Travel_Frequently,671,Research & Development,22,5,Life Sciences,1,194,4,Male,91,1,3,Manager,2,Single,13808,207120,6,Y,Yes,12,3,2,80,2,31,3,2,17,8,14,9
58,Yes,Travel_Frequently,740,Software,38,4,Life Sciences,1,195,1,Male,50,1,2,Research Scientist,3,Married,32338,161690,4,Y,No,18,3,4,80,4,16,5,2,9,2,1,2
19,Yes,Travel_Frequently,1347,Sales,29,2,Other,1,196,4,Male,162,2,4,Human Resources,4,Single,5476,82140,5,Y,Yes,11,1,1,80,2,40,3,1,17,1,11,3
35,No,Travel_Frequently,851,Hardware,6,3,Human Resources,1,197,4,Female,78,4,5,Sales Executive,3,Married,15558,248928,0,Y,Yes,31,4,2,80,3,35,1,3,26,12,11,3
22,No,Travel_Rarely,565,Research & Development,7,2,Life Sciences,1,198,3,Female,135,4,5,Manager,4,Single,45920,1056160,0,Y,No,14,3,4,80,4,11,3,3,9,2,4,8
19,No,Travel_Rarely,1481,Sales,24,4,Medical,1,199,4,Male,50,4,2,Human Resources,3,Divorced,49998,649974,4,Y,Yes,0,3,2,80,3,34,6,4,10,9,8,8
30,Yes,Travel_Rarely,672,Sales,6,3,Technical Degree,1,200,2,Female,83,3,1,Human Resources,4,Single,8343,250290,8,Y,Yes,36,3,3,80,2,33,2,4,2,1,1,2
54,No,Travel_Frequently,1413,Sales,19,2,Life Sciences,1,201,3,Female,145,2,4,Laboratory Technician,3,Married,50986,254930,6,Y,No,22,2,3,80,4,37,4,3,3,1,1,3
19,No,Non-Travel,797,Research & Development,22,2,Human Resources,1,202,3,Male,116,3,4,Manager,3,Married,20919,230109,7,Y,No,9,2,1,80,2,29,4,2,8,7,6,5
31,Yes,Travel_Frequently,956,Hardware,14,1,Other,1,203,1,Female,40,2,4,Laboratory Technician,4,Divorced,2898,8694,5,Y,No,47,4,2,80,3,18,6,3,13,11,4,10
48,No,Non-Travel,346,Research & Development,24,5,Other,1,204,1,Male,138,1,5,Healthcare Representative,1,Divorced,31908,191448,0,Y,Yes,1,4,4,80,1,35,3,4,21,2,9,10
47,Yes,Travel_Rarely,1153,Hardware,25,5,Life Sciences,1,205,3,Female,192,2,5,Laboratory Technician,3,Single,46824,936480,1,Y,No,35,1,1,80,4,25,2,2,18,9,16,7
47,Yes,Travel_Frequently,226,Software,43,1,Marketing,1,206,1,Male,187,4,5,Manager,4,Married,27304,327648,1,Y,Yes,3,2,1,80,2,12,5,4,6,3,5,3
18,Yes,Travel_Frequently,1185,Hardware,25,3,Technical Degree,1,207,1,Female,163,1,5,Manufacturing Director,2,Divorced,9065,81585,0,Y,Yes,6,1,2,80,3,7,6,2,6,1,6,6
25,Yes,Non-Travel,706,Software,37,2,Life Sciences,1,208,2,Male,62,2,4,Manufacturing Director,4,Single,43212,129636,4,Y,No,24,2,3,80,3,14,3,3,9,5,3,3
32,No,Travel_Rarely,400,Hardware,48,4,Human Resources,1,209,3,Female,57,2,5,Research Director,2,Single,6377,108409,8,Y,Yes,25,4,1,80,1,4,2,3,1,1,1,1
48,Yes,Non-Travel,772,Support,31,3,Technical Degree,1,210,3,Female,125,1,3,Research Scientist,3,Single,27644,469948,6,Y,Yes,2,1,4,80,3,1,3,4,1,1,1,1
31,No,Non-Travel,539,Hardware,2,3,Technical Degree,1,211,4,Male,55,3,3,Manufacturing Director,1,Divorced,26418,607614,8,Y,Yes,7,3,3,80,4,26,6,4,19,9,18,15
50,Yes,Travel_Rarely,1379,Sales,18,4,Other,1,212,4,Male,181,4,4,Sales Executive,1,Divorced,18910,567300,2,Y,No,1,4,3,80,3,30,4,2,29,27,10,21
22,No,Travel_Frequently,1297,Sales,44,2,Technical Degree,1,213,3,Male,113,2,2,Sales Representative,2,Divorced,44326,797868,5,Y,No,19,3,4,80,1,19,1,3,19,16,17,13
57,No,Non-Travel,1361,Sales,35,3,Other,1,214,3,Male,118,1,3,Developer,1,Single,20301,263913,7,Y,Yes,11,1,4,80,2,12,5,1,1,1,1,1
32,Yes,Travel_Frequently,898,Hardware,17,2,Marketing,1,215,3,Female,174,2,3,Laboratory Technician,1,Single,48864,1465920,2,Y,Yes,43,4,3,80,3,30,1,2,28,13,13,25
57,Yes,Travel_Frequently,298,Research & Development,46,2,Life Sciences,1,216,1,Male,166,3,2,Developer,2,Married,13247,225199,5,Y,Yes,14,4,4,80,4,21,4,2,11,8,4,6
48,Yes,Non-Travel,1121,Research & Development,9,5,Medical,1,217,3,Female,148,2,4,Sales Representative,2,Married,14075,126675,4,Y,Yes,30,1,3,80,3,30,3,3,16,3,15,8
50,No,Non-Travel,613,Human Resources,6,3,Technical Degree,1,218,1,Male,61,3,4,Developer,3,Single,13645,354770,0,Y,No,45,4,1,80,1,3,3,1,2,2,2,1
28,No,Travel_Rarely,1148,Support,32,2,Marketing,1,219,3,Male,103,2,5,Sales Representative,2,Married,14887,401949,6,Y,Yes,18,3,1,80,2,40,3,1,17,2,5,5
29,No,Non-Travel,1472,Human Resources,4,3,Life Sciences,1,220,4,Male,62,3,1,Developer,2,Married,38526,38526,0,Y,Yes,46,3,3,80,1,18,6,2,7,5,4,1
27,Yes,Non-Travel,1371,Hardware,43,3,Life Sciences,1,221,1,Male,161,2,5,Sales Executive,2,Divorced,47591,618683,4,Y,Yes,36,3,3,80,3,5,3,2,3,3,3,1
18,No,Non-Travel,1286,Research & Development,22,4,Marketing,1,222,1,Male,83,3,2,Research Scientist,4,Single,12776,12776,7,Y,No,5,3,1,80,3,1,4,3,1,1,1,1
48,No,Travel_Frequently,841,Human Resources,22,5,Technical Degree,1,223,2,Male,135,1,5,Research Director,2,Divorced,28647,372411,7,Y,Yes,8,1,3,80,1,31,4,4,21,2,5,3
36,No,Travel_Frequently,689,Research & Development,33,1,Marketing,1,224,4,Male,152,4,2,Sales Executive,4,Single,8073,121095,3,Y,Yes,14,3,3,80,4,32,6,2,20,4,12,16
57,Yes,Travel_Frequently,389,Software,31,4,Marketing,1,225,3,Female,177,1,2,Human Resources,1,Divorced,7748,216944,4,Y,Yes,15,4,3,80,2,25,4,4,17,11,10,2
54,No,Travel_Frequently,1061,Software,33,4,Marketing,1,226,3,Female,96,1,2,Healthcare Representative,1,Married,18742,187420,7,Y,Yes,13,4,1,80,1,40,4,2,1,1,1,1
44,Yes,Travel_Frequently,1396,Sales,12,5,Technical Degree,1,227,3,Male,173,2,2,Manufacturing Director,2,Single,43572,697152,2,Y,No,27,1,3,80,4,9,5,4,3,3,2,3
59,No,Non-Travel,997,Sales,4,4,Medical,1,228,1,Female,188,4,2,Healthcare Representative,2,Divorced,41709,917598,6,Y,Yes,12,4,4,80,3,39,1,2,27,6,4,14
50,Yes,Travel_Rarely,345,Software,40,3,Life Sciences,1,229,1,Male,105,2,5,Manufacturing Director,1,Single,3175,85725,1,Y,Yes,6,2,4,80,4,34,5,1,29,2,24,3
19,Yes,Travel_Rarely,489,Support,9,5,Life Sciences,1,230,3,Male,75,3,3,Healthcare Representative,1,Divorced,40253,805060,7,Y,Yes,12,4,3,80,2,31,1,3,28,4,19,11
56,No,Non-Travel,649,Research & Development,23,2,Other,1,231,2,Male,37,2,3,Research Director,4,Single,8450,126750,5,Y,No,16,3,4,80,1,37,5,2,4,3,1,1
60,Yes,Travel_Frequently,510,Human Resources,7,3,Medical,1,232,2,Male,198,4,1,Manufacturing Director,3,Divorced,33719,33719,1,Y,No,15,2,2,80,4,18,1,4,9,3,8,1
52,Yes,Travel_Rarely,558,Human Resources,19,1,Other,1,233,1,Male,157,4,3,Manufacturing Director,1,Married,15595,93570,8,Y,No,14,2,3,80,3,38,3,3,30,16,18,12
34,No,Travel_Frequently,1478,Software,8,4,Medical,1,234,3,Female,199,1,5,Developer,3,Single,17909,537270,4,Y,No,28,4,3,80,1,2,4,3,2,1,2,2
50,No,Travel_Rarely,359,Research & Development,42,3,Marketing,1,235,1,Female,151,4,5,Sales Executive,1,Married,26024,234216,1,Y,No,33,2,2,80,4,14,2,2,12,5,8,8
43,No,Non-Travel,177,Support,38,3,Other,1,236,2,Male,144,2,4,Sales Representative,2,Divorced,33318,333180,0,Y,Yes,45,4,2,80,4,32,1,4,15,6,12,10
21,No,Non-Travel,977,Research & Development,20,1,Technical Degree,1,237,2,Male,102,3,1,Healthcare Representative,1,Single,39669,952056,7,Y,Yes,45,2,3,80,2,2,3,3,2,1,1,1
42,Yes,Travel_Frequently,532,Sales,49,3,Life Sciences,1,238,3,Female,189,2,5,Healthcare Representative,4,Divorced,10910,76370,0,Y,Yes,45,1,1,80,3,29,1,2,24,7,5,9
22,Yes,Non-Travel,1463,Sales,36,4,Human Resources,1,239,1,Male,65,1,2,Healthcare Representative,3,Divorced,24087,385392,8,Y,No,17,1,3,80,2,36,2,3,21,3,16,7
49,No,Non-Travel,696,Support,18,5,Technical Degree,1,240,2,Male,132,4,2,Healthcare Representative,3,Single,37622,902928,1,Y,No,7,3,1,80,3,4,5,4,2,2,1,2
44,No,Travel_Rarely,410,Research & Development,31,2,Other,1,241,3,Female,108,3,3,Human Resources,4,Divorced,35344,812912,3,Y,Yes,43,3,2,80,4,30,2,4,4,3,1,4
60,No,Non-Travel,547,Support,8,3,Other,1,242,2,Female,53,1,3,Developer,4,Single,46280,323960,4,Y,No,38,4,1,80,2,10,1,2,10,9,8,1
27,Yes,Travel_Rarely,1072,Software,48,5,Technical Degree,1,243,1,Female,75,4,3,Laboratory Technician,1,Divorced,39074,195370,2,Y,No,7,3,3,80,2,4,2,2,3,1,1,2
37,No,Travel_Frequently,1180,Support,4,3,Marketing,1,244,4,Male,151,4,4,Laboratory Technician,4,Single,47117,471170,1,Y,Yes,28,3,1,80,2,21,4,1,6,5,1,2
47,No,Travel_Frequently,704,Support,12,5,Marketing,1,245,1,Female,94,1,5,Sales Representative,2,Single,42691,554983,7,Y,Yes,39,2,4,80,1,34,5,4,9,3,6,1
24,Yes,Travel_Rarely,548,Research & Development,13,4,Life Sciences,1,246,1,Male,190,1,1,Research Director,2,Single,30583,886907,5,Y,No,26,1,1,80,4,22,6,2,19,13,5,6
44,No,Travel_Frequently,1034,Research & Development,40,1,Technical Degree,1,247,1,Male,173,3,4,Sales Representative,4,Divorced,12156,328212,4,Y,No,25,4,2,80,2,37,4,2,18,5,8,15
21,No,Travel_Rarely,974,Support,29,2,Technical Degree,1,248,3,Female,30,4,2,Human Resources,4,Married,33625,538000,1,Y,Yes,12,4,2,80,2,8,6,2,6,2,2,1
37,Yes,Travel_Frequently,1468,Hardware,7,3,Marketing,1,249,3,Female,136,2,3,Developer,1,Divorced,9256,166608,4,Y,Yes,24,2,4,80,1,19,2,2,9,3,8,8
60,No,Non-Travel,1177,Research & Development,16,3,Human Resources,1,250,1,Male,169,2,2,Manufacturing Director,1,Married,24142,217278,4,Y,No,34,3,1,80,4,33,6,2,26,13,21,22
32,Yes,Travel_Rarely,1429,Human Resources,4,4,Medical,1,251,2,Male,48,4,3,Sales Executive,2,Divorced,47834,956680,2,Y,Yes,24,1,1,80,1,22,6,1,19,4,16,2
59,Yes,Travel_Rarely,419,Sales,47,3,Medical,1,252,4,Female,119,2,4,Human Resources,2,Married,20777,581756,7,Y,Yes,12,3,3,80,2,14,3,1,6,3,1,3
47,No,Travel_Rarely,752,Support,9,1,Marketing,1,253,3,Female,74,3,4,Sales Executive,1,Married,29895,269055,4,Y,No,17,3,2,80,1,16,2,2,2,1,2,2
50,Yes,Travel_Rarely,740,Hardware,17,5,Other,1,254,1,Male,115,1,1,Laboratory Technician,3,Divorced,27761,527459,6,Y,No,14,2,1,80,4,35,2,2,5,2,1,4
27,No,Non-Travel,1425,Support,45,1,Life Sciences,1,255,2,Female,168,1,3,Healthcare Representative,3,Single,35033,315297,4,Y,No,44,3,3,80,3,10,5,4,6,1,6,4
29,No,Travel_Frequently,570,Software,41,1,Medical,1,256,3,Male,131,3,3,Healthcare Representative,1,Divorced,26977,296747,7,Y,Yes,6,1,1,80,4,22,6,4,2,2,1,1
54,No,Travel_Frequently,282,Human Resources,40,2,Technical Degree,1,257,4,Male,180,2,3,Developer,1,Married,49123,785968,4,Y,Yes,13,3,2,80,2,20,6,3,12,6,5,11
55,No,Non-Travel,1394,Hardware,50,2,Marketing,1,258,2,Female,86,3,5,Manufacturing Director,4,Divorced,31940,894320,7,Y,No,33,1,4,80,1,25,5,3,5,5,3,5
48,Yes,Non-Travel,481,Support,6,1,Marketing,1,259,4,Male,157,1,4,Manufacturing Director,1,Divorced,30697,552546,2,Y,Yes,34,4,1,80,1,20,5,1,18,11,16,3
23,Yes,Travel_Frequently,456,Hardware,43,3,Marketing,1,260,4,Male,80,4,3,Developer,3,Married,20875,396625,0,Y,Yes,42,1,1,80,4,20,3,4,3,2,3,2
33,No,Travel_Frequently,1231,Sales,45,4,Human Resources,1,261,2,Female,162,4,4,Human Resources,4,Married,25961,311532,0,Y,Yes,29,1,3,80,2,24,2,1,23,10,15,18
30,No,Travel_Rarely,284,Support,45,4,Technical Degree,1,262,2,Male,182,3,2,Sales Representative,1,Married,28593,114372,8,Y,Yes,25,2,3,80,4,31,4,4,4,3,2,2
48,Yes,Travel_Frequently,1304,Human Resources,25,5,Human Resources,1,263,1,Female,137,1,2,Healthcare Representative,1,Single,5879,82306,2,Y,Yes,38,3,2,80,3,23,1,3,12,3,4,8
57,Yes,Travel_Rarely,305,Sales,19,5,Marketing,1,264,2,Male,67,4,3,Manager,3,Married,39333,589995,2,Y,No,42,2,2,80,3,29,2,3,11,7,1,8
26,Yes,Travel_Rarely,344,Hardware,49,2,Marketing,1,265,2,Female,93,4,5,Laboratory Technician,3,Married,11270,202860,2,Y,Yes,23,4,1,80,1,22,4,3,20,9,1,10
55,No,Non-Travel,646,Software,32,5,Medical,1,266,1,Female,170,4,3,Human Resources,4,Divorced,35273,705460,4,Y,Yes,49,2,2,80,4,32,5,1,18,4,14,11
48,No,Non-Travel,543,Hardware,45,2,Other,1,267,4,Male,42,2,5,Manager,3,Married,4339,60746,1,Y,Yes,38,4,2,80,4,40,4,3,39,29,12,15
60,No,Non-Travel,901,Support,14,3,Technical Degree,1,268,1,Female,101,3,2,Laboratory Technician,3,Divorced,17895,393690,4,Y,Yes,25,4,4,80,2,33,4,1,17,15,5,4
45,Yes,Travel_Frequently,430,Support,22,2,Human Resources,1,269,2,Female,182,1,5,Manufacturing Director,3,Divorced,37604,940100,7,Y,Yes,18,1,4,80,4,18,1,4,3,1,3,2
25,Yes,Non-Travel,831,Software,28,4,Life Sciences,1,270,4,Female,196,4,4,Manufacturing Director,1,Divorced,31883,95649,1,Y,No,14,4,1,80,3,10,2,2,9,5,1,9
33,No,Travel_Rarely,853,Software,38,4,Technical Degree,1,271,2,Male,190,2,5,Human Resources,2,Divorced,13634,218144,7,Y,No,13,1,4,80,1,27,5,3,11,9,7,8
36,No,Non-Travel,501,Hardware,14,5,Technical Degree,1,272,4,Female,147,2,3,Developer,1,Single,33754,675080,6,Y,No,29,4,2,80,2,27,5,2,7,6,4,6
31,Yes,Travel_Frequently,175,Software,11,2,Marketing,1,273,1,Male,77,3,1,Research Director,1,Single,21549,517176,6,Y,Yes,47,1,3,80,3,10,5,3,9,6,5,9
35,Yes,Non-Travel,507,Software,18,4,Other,1,274,3,Male,157,1,3,Research Director,1,Divorced,9899,128687,8,Y,No,17,1,4,80,2,6,1,2,2,2,2,1
60,No,Non-Travel,887,Hardware,40,5,Other,1,275,4,Male,177,4,1,Developer,1,Single,48715,1461450,5,Y,No,12,4,2,80,4,36,5,2,6,2,2,1
27,No,Travel_Rarely,506,Support,12,2,Marketing,1,276,2,Female,199,4,2,Sales Executive,2,Married,11225,258175,0,Y,Yes,12,1,3,80,3,9,6,3,5,4,3,3
42,Yes,Non-Travel,1131,Support,33,4,Other,1,277,4,Male,91,3,5,Sales Executive,2,Married,28569,228552,3,Y,No,48,1,1,80,4,22,3,3,7,2,5,4
49,Yes,Non-Travel,197,Support,14,4,Human Resources,1,278,3,Male,149,3,3,Laboratory Technician,4,Divorced,34090,204540,6,Y,No,43,1,4,80,2,32,2,4,25,18,9,5
41,Yes,Travel_Rarely,1060,Human Resources,2,4,Marketing,1,279,1,Female,37,3,1,Research Scientist,3,Married,48019,960380,2,Y,No,36,4,4,80,3,35,2,2,11,1,1,5
42,Yes,Travel_Rarely,271,Software,44,4,Marketing,1,280,2,Male,73,2,1,Healthcare Representative,1,Divorced,39709,714762,5,Y,No,3,4,1,80,4,7,5,1,6,5,2,5
56,Yes,Non-Travel,1034,Support,29,4,Marketing,1,281,2,Female,77,2,2,Healthcare Representative,2,Single,50347,654511,2,Y,No,36,2,2,80,1,24,1,2,7,4,3,7
44,Yes,Non-Travel,1170,Hardware,19,2,Life Sciences,1,282,1,Male,99,2,1,Sales Representative,4,Married,16732,50196,1,Y,No,22,4,2,80,2,28,2,1,11,1,11,8
56,No,Travel_Frequently,1243,Sales,2,3,Life Sciences,1,283,2,Female,80,1,1,Manager,1,Married,32063,545071,5,Y,No,34,2,1,80,2,12,2,2,8,8,2,1
40,Yes,Non-Travel,675,Research & Development,35,1,Medical,1,284,2,Male,81,1,5,Manager,3,Single,4163,124890,2,Y,No,21,3,2,80,2,8,1,1,7,5,5,5
53,No,Non-Travel,1493,Human Resources,36,1,Marketing,1,285,3,Male,59,4,4,Manufacturing Director,1,Married,44633,624862,7,Y,No,26,2,2,80,3,27,3,4,24,18,3,22
48,No,Travel_Frequently,1478,Research & Development,49,1,Other,1,286,4,Male,128,2,3,Sales Executive,1,Married,4330,99590,0,Y,Yes,11,4,3,80,2,34,5,2,31,11,31,6
